"mnth","hr","holiday","weekday","weathersit","temp","atemp","humidity","windspeed","total"
"May","6 PM","No","Thursday","Good",68.36,76.99856,55,11.0014,513
"May","7 PM","No","Thursday","Good",66.668,68.0054,60,8.9981,410
"May","8 PM","No","Thursday","Good",63.284,64.40576,77,19.0012,282
"May","9 PM","No","Thursday","Good",63.284,64.40576,77,19.0012,209
"May","10 PM","No","Thursday","Bad",59.9,60.79424,82,19.9995,79
"May","11 PM","No","Thursday","Good",58.208,59.00036,94,0,72
"May","12 AM","No","Friday","Good",56.516,57.1946,94,6.0032,48
"May","1 AM","No","Friday","Good",56.516,57.1946,100,0,25
"May","2 AM","No","Friday","Good",54.824,55.40072,100,6.0032,8
"May","3 AM","No","Friday","Good",54.824,55.40072,100,0,5
"May","4 AM","No","Friday","Good",54.824,55.40072,94,6.0032,5
"May","5 AM","No","Friday","Good",54.824,55.40072,94,7.0015,28
"May","6 AM","No","Friday","Good",56.516,57.1946,88,7.0015,117
"May","7 AM","No","Friday","Good",59.9,60.79424,77,11.0014,319
"May","8 AM","No","Friday","Good",63.284,64.40576,68,0,517
"May","9 AM","No","Friday","Good",63.284,64.40576,68,15.0013,234
"May","10 AM","No","Friday","Good",64.976,66.19964,64,12.998,148
"May","11 AM","No","Friday","Fair",66.668,68.0054,60,12.998,196
"May","1 PM","No","Friday","Bad",68.36,76.99856,56,19.0012,232
"May","2 PM","No","Friday","Good",70.052,76.99856,53,15.0013,197
"May","3 PM","No","Friday","Fair",68.36,76.99856,56,12.998,242
"May","4 PM","No","Friday","Fair",68.36,76.99856,53,11.0014,330
"May","5 PM","No","Friday","Good",70.052,76.99856,53,0,554
"May","6 PM","No","Friday","Good",68.36,76.99856,56,11.0014,473
"May","7 PM","No","Friday","Good",66.668,68.0054,64,6.0032,302
"May","8 PM","No","Friday","Good",66.668,68.0054,64,7.0015,220
"May","9 PM","No","Friday","Good",64.976,66.19964,64,7.0015,195
"May","10 PM","No","Friday","Good",63.284,64.40576,73,0,152
"May","12 AM","No","Saturday","Good",61.592,62.6,77,7.0015,98
"May","1 AM","No","Saturday","Good",61.592,62.6,72,0,72
"May","2 AM","No","Saturday","Good",61.592,62.6,72,7.0015,40
"May","4 AM","No","Saturday","Good",56.516,57.1946,88,8.9981,7
"May","6 AM","No","Saturday","Good",59.9,60.79424,82,8.9981,28
"May","8 AM","No","Saturday","Good",64.976,66.19964,68,19.0012,126
"May","9 AM","No","Saturday","Good",68.36,75.20468,64,15.0013,225
"May","10 AM","No","Saturday","Good",70.052,75.20468,61,7.0015,323
"May","11 AM","No","Saturday","Good",71.744,76.99856,53,8.9981,418
"May","12 PM","No","Saturday","Good",73.436,76.99856,50,0,493
"May","1 PM","No","Saturday","Good",76.82,78.80432,45,0,462
"May","2 PM","No","Saturday","Good",78.512,80.5982,42,0,456
"May","3 PM","No","Saturday","Good",78.512,80.5982,45,16.9979,506
"May","4 PM","No","Saturday","Fair",78.512,80.5982,39,16.9979,471
"May","5 PM","No","Saturday","Fair",78.512,80.5982,42,11.0014,444
"May","6 PM","No","Saturday","Fair",76.82,78.80432,45,11.0014,444
"May","7 PM","No","Saturday","Good",75.128,78.80432,47,11.0014,301
"May","9 PM","No","Saturday","Good",70.052,75.20468,61,7.0015,227
"May","11 PM","No","Saturday","Good",66.668,68.0054,78,6.0032,145
"May","12 AM","No","Sunday","Good",63.284,64.40576,88,11.0014,131
"May","2 AM","No","Sunday","Good",61.592,62.6,94,7.0015,68
"May","3 AM","No","Sunday","Good",59.9,60.79424,100,7.0015,33
"May","4 AM","No","Sunday","Good",59.9,60.79424,100,0,12
"May","5 AM","No","Sunday","Good",59.9,60.79424,100,7.0015,6
"May","6 AM","No","Sunday","Good",61.592,62.6,94,7.0015,18
"May","7 AM","No","Sunday","Good",63.284,64.40576,88,7.0015,40
"May","8 AM","No","Sunday","Good",68.36,73.39892,73,6.0032,94
"May","9 AM","No","Sunday","Good",70.052,75.20468,69,7.0015,189
"May","10 AM","No","Sunday","Good",71.744,75.20468,65,8.9981,305
"May","12 PM","No","Sunday","Fair",78.512,82.40396,51,12.998,401
"May","1 PM","No","Sunday","Fair",73.436,76.99856,54,15.0013,455
"May","2 PM","No","Sunday","Bad",70.052,75.20468,69,12.998,316
"May","3 PM","No","Sunday","Fair",73.436,76.99856,61,11.0014,331
"May","5 PM","No","Sunday","Good",76.82,80.5982,58,16.9979,306
"May","7 PM","No","Sunday","Good",73.436,76.99856,61,12.998,300
"May","9 PM","No","Sunday","Good",70.052,73.39892,73,12.998,136
"May","10 PM","No","Sunday","Good",68.36,69.79928,83,8.9981,121
"May","12 AM","No","Monday","Fair",64.976,66.19964,88,8.9981,41
"May","2 AM","No","Monday","Bad",64.976,66.19964,88,11.0014,5
"May","3 AM","No","Monday","Bad",63.284,64.40576,94,11.0014,4
"May","4 AM","No","Monday","Fair",63.284,64.40576,94,0,4
"May","5 AM","No","Monday","Fair",63.284,64.40576,94,0,11
"May","6 AM","No","Monday","Fair",63.284,64.40576,100,0,96
"May","7 AM","No","Monday","Fair",64.976,66.19964,94,7.0015,236
"May","8 AM","No","Monday","Good",68.36,68.0054,88,12.998,409
"May","9 AM","No","Monday","Good",68.36,68.0054,88,15.0013,167
"May","11 AM","No","Monday","Good",75.128,78.80432,69,26.0027,180
"May","12 PM","No","Monday","Good",75.128,78.80432,69,26.0027,204
"May","2 PM","No","Monday","Fair",78.512,84.19784,62,35.0008,187
"May","4 PM","No","Monday","Fair",78.512,84.19784,62,19.9995,279
"May","5 PM","No","Monday","Bad",78.512,84.19784,70,26.0027,429
"May","6 PM","No","Monday","Good",76.82,82.40396,74,19.0012,453
"May","8 PM","No","Monday","Good",71.744,71.60504,83,15.0013,310
"May","10 PM","No","Monday","Good",70.052,68.0054,94,15.0013,131
"May","11 PM","No","Monday","Fair",70.052,69.79928,88,12.998,72
"May","12 AM","No","Tuesday","Fair",68.36,64.40576,94,12.998,35
"May","1 AM","No","Tuesday","Fair",68.36,64.40576,94,11.0014,15
"May","2 AM","No","Tuesday","Fair",68.36,64.40576,94,12.998,10
"May","3 AM","No","Tuesday","Fair",66.668,68.0054,94,7.0015,2
"May","4 AM","No","Tuesday","Good",68.36,68.0054,88,7.0015,4
"May","5 AM","No","Tuesday","Fair",66.668,68.0054,94,16.9979,24
"May","7 AM","No","Tuesday","Bad",71.744,73.39892,78,12.998,314
"May","8 AM","No","Tuesday","Bad",70.052,71.60504,83,15.0013,434
"May","9 AM","No","Tuesday","Fair",71.744,75.20468,73,12.998,138
"May","10 AM","No","Tuesday","Good",76.82,80.5982,61,22.0028,108
"May","11 AM","No","Tuesday","Good",80.204,82.40396,51,15.0013,175
"May","12 PM","No","Tuesday","Good",81.896,84.19784,45,26.0027,170
"May","1 PM","No","Tuesday","Good",83.588,86.0036,46,16.9979,190
"May","2 PM","No","Tuesday","Good",83.588,86.0036,46,19.0012,153
"May","3 PM","No","Tuesday","Bad",80.204,84.19784,55,27.9993,188
"May","4 PM","No","Tuesday","Good",73.436,76.99856,69,12.998,277
"May","5 PM","No","Tuesday","Good",76.82,80.5982,61,7.0015,548
"May","7 PM","No","Tuesday","Good",73.436,76.99856,74,12.998,355
"May","8 PM","No","Tuesday","Good",73.436,76.99856,74,6.0032,280
"May","9 PM","No","Tuesday","Good",71.744,73.39892,78,6.0032,189
"May","11 PM","No","Tuesday","Bad",73.436,76.99856,74,11.0014,66
"May","12 AM","No","Wednesday","Bad",68.36,69.79928,83,15.0013,35
"May","1 AM","No","Wednesday","Bad",66.668,68.0054,83,12.998,8
"May","2 AM","No","Wednesday","Fair",64.976,66.19964,94,0,8
"May","3 AM","No","Wednesday","Good",63.284,64.40576,100,8.9981,9
"May","5 AM","No","Wednesday","Good",64.976,66.19964,88,6.0032,25
"May","6 AM","No","Wednesday","Good",64.976,66.19964,94,6.0032,117
"May","7 AM","No","Wednesday","Good",70.052,73.39892,73,8.9981,313
"May","8 AM","No","Wednesday","Good",71.744,75.20468,69,15.0013,531
"May","9 AM","No","Wednesday","Good",75.128,78.80432,65,6.0032,234
"May","10 AM","No","Wednesday","Good",76.82,80.5982,61,6.0032,135
"May","11 AM","No","Wednesday","Good",80.204,82.40396,51,6.0032,140
"May","12 PM","No","Wednesday","Good",80.204,84.19784,55,8.9981,210
"May","1 PM","No","Wednesday","Good",80.204,84.19784,55,8.9981,202
"May","3 PM","No","Wednesday","Good",81.896,86.0036,52,16.9979,182
"May","4 PM","No","Wednesday","Good",80.204,82.40396,51,19.0012,299
"May","5 PM","No","Wednesday","Good",80.204,82.40396,51,15.0013,601
"May","6 PM","No","Wednesday","Good",78.512,82.40396,58,15.0013,517
"May","7 PM","No","Wednesday","Good",76.82,80.5982,61,8.9981,405
"May","8 PM","No","Wednesday","Good",76.82,80.5982,61,11.0014,340
"May","10 PM","No","Wednesday","Good",73.436,76.99856,69,16.9979,174
"May","11 PM","No","Wednesday","Good",71.744,75.20468,73,8.9981,86
"May","12 AM","No","Thursday","Good",71.744,75.20468,73,8.9981,45
"May","3 AM","No","Thursday","Good",68.36,68.0054,88,6.0032,4
"May","4 AM","No","Thursday","Good",68.36,68.0054,88,0,2
"May","5 AM","No","Thursday","Fair",68.36,68.0054,88,6.0032,27
"May","6 AM","No","Thursday","Fair",68.36,62.6,100,6.0032,98
"May","7 AM","No","Thursday","Fair",70.052,68.0054,94,16.9979,286
"May","8 AM","No","Thursday","Fair",73.436,75.20468,83,11.0014,489
"May","9 AM","No","Thursday","Good",78.512,84.19784,70,11.0014,216
"May","11 AM","No","Thursday","Good",80.204,86.0036,66,15.0013,160
"May","12 PM","No","Thursday","Good",83.588,91.39712,59,22.0028,194
"May","1 PM","No","Thursday","Good",86.972,94.99676,52,19.0012,197
"May","2 PM","No","Thursday","Good",86.972,94.99676,52,19.0012,189
"May","3 PM","No","Thursday","Fair",86.972,93.20288,46,19.0012,141
"May","4 PM","No","Thursday","Fair",85.28,91.39712,49,23.9994,291
"May","5 PM","No","Thursday","Good",85.28,89.60324,46,19.0012,494
"May","6 PM","No","Thursday","Good",85.28,89.60324,46,22.0028,478
"May","8 PM","No","Thursday","Good",78.512,82.40396,58,11.0014,322
"May","9 PM","No","Thursday","Good",78.512,84.19784,62,6.0032,223
"May","10 PM","No","Thursday","Good",76.82,80.5982,65,8.9981,180
"May","11 PM","No","Thursday","Good",76.82,80.5982,65,12.998,90
"May","12 AM","No","Friday","Good",75.128,78.80432,69,16.9979,69
"May","1 AM","No","Friday","Good",76.82,80.5982,58,19.9995,50
"May","2 AM","No","Friday","Good",75.128,78.80432,61,15.0013,18
"May","3 AM","No","Friday","Good",73.436,76.99856,65,6.0032,12
"May","4 AM","No","Friday","Good",71.744,75.20468,69,8.9981,7
"May","5 AM","No","Friday","Good",71.744,75.20468,65,19.0012,31
"May","6 AM","No","Friday","Good",71.744,75.20468,69,6.0032,81
"May","7 AM","No","Friday","Good",71.744,75.20468,73,11.0014,249
"May","8 AM","No","Friday","Good",73.436,76.99856,74,19.0012,418
"May","10 AM","No","Friday","Good",78.512,82.40396,54,26.0027,153
"May","11 AM","No","Friday","Fair",80.204,84.19784,55,22.0028,166
"May","12 PM","No","Friday","Fair",81.896,86.0036,55,19.9995,243
"May","1 PM","No","Friday","Good",80.204,84.19784,58,12.998,209
"May","4 PM","No","Friday","Fair",81.896,86.0036,55,26.0027,419
"May","5 PM","No","Friday","Good",80.204,84.19784,58,26.0027,491
"May","6 PM","No","Friday","Fair",78.512,84.19784,62,19.9995,399
"May","7 PM","No","Friday","Bad",68.36,71.60504,78,16.9979,279
"May","8 PM","No","Friday","Fair",70.052,73.39892,73,15.0013,144
"May","9 PM","No","Friday","Good",68.36,69.79928,83,7.0015,151
"May","10 PM","No","Friday","Good",68.36,71.60504,78,8.9981,141
"May","11 PM","No","Friday","Good",66.668,68.0054,88,8.9981,127
"May","1 AM","No","Saturday","Good",66.668,68.0054,88,12.998,55
"May","3 AM","No","Saturday","Good",64.976,66.19964,88,15.0013,15
"May","4 AM","No","Saturday","Good",64.976,66.19964,88,16.9979,4
"May","5 AM","No","Saturday","Good",64.976,66.19964,88,15.0013,7
"May","6 AM","No","Saturday","Good",66.668,68.0054,83,16.9979,19
"May","7 AM","No","Saturday","Good",68.36,69.79928,83,16.9979,50
"May","8 AM","No","Saturday","Good",70.052,73.39892,78,12.998,102
"May","9 AM","No","Saturday","Good",71.744,75.20468,73,16.9979,177
"May","10 AM","No","Saturday","Good",76.82,80.5982,65,15.0013,276
"May","12 PM","No","Saturday","Good",78.512,82.40396,58,16.9979,358
"May","1 PM","No","Saturday","Good",78.512,84.19784,62,15.0013,385
"May","2 PM","No","Saturday","Good",80.204,84.19784,58,15.0013,382
"May","3 PM","No","Saturday","Good",80.204,84.19784,55,15.0013,374
"May","4 PM","No","Saturday","Good",81.896,86.0036,55,19.0012,402
"May","6 PM","No","Saturday","Good",78.512,84.19784,62,16.9979,385
"May","7 PM","No","Saturday","Good",76.82,80.5982,65,12.998,252
"May","9 PM","No","Saturday","Good",73.436,76.99856,74,19.9995,201
"May","10 PM","No","Saturday","Good",73.436,75.20468,78,15.0013,161
"May","12 AM","No","Sunday","Good",71.744,71.60504,83,15.0013,83
"May","1 AM","No","Sunday","Good",70.052,69.79928,88,11.0014,66
"May","2 AM","No","Sunday","Good",70.052,69.79928,88,7.0015,61
"May","3 AM","No","Sunday","Good",70.052,69.79928,88,7.0015,26
"May","4 AM","No","Sunday","Good",68.36,68.0054,88,6.0032,23
"May","5 AM","No","Sunday","Good",68.36,64.40576,94,11.0014,6
"May","6 AM","No","Sunday","Fair",70.052,69.79928,88,12.998,15
"May","7 AM","No","Sunday","Fair",70.052,69.79928,88,16.9979,30
"May","9 AM","No","Sunday","Fair",70.052,68.0054,94,16.9979,152
"May","11 AM","No","Sunday","Fair",73.436,75.20468,83,19.0012,319
"May","12 PM","No","Sunday","Fair",76.82,82.40396,74,15.0013,402
"May","1 PM","No","Sunday","Good",78.512,84.19784,70,19.0012,418
"May","4 PM","No","Sunday","Good",80.204,86.0036,70,19.0012,361
"May","5 PM","No","Sunday","Good",80.204,86.0036,70,19.0012,383
"May","6 PM","No","Sunday","Good",78.512,86.0036,74,19.0012,328
"May","8 PM","No","Sunday","Good",76.82,82.40396,79,12.998,219
"May","9 PM","No","Sunday","Good",75.128,78.80432,83,11.0014,229
"May","10 PM","No","Sunday","Good",73.436,73.39892,89,8.9981,171
"May","11 PM","No","Sunday","Good",73.436,73.39892,89,11.0014,135
"May","12 AM","Yes","Monday","Good",71.744,69.79928,94,12.998,103
"May","1 AM","Yes","Monday","Good",71.744,69.79928,94,8.9981,79
"May","2 AM","Yes","Monday","Good",71.744,69.79928,94,12.998,45
"May","3 AM","Yes","Monday","Good",71.744,69.79928,94,12.998,18
"May","4 AM","Yes","Monday","Good",70.052,68.0054,94,11.0014,6
"May","6 AM","Yes","Monday","Fair",71.744,69.79928,94,6.0032,16
"May","7 AM","Yes","Monday","Fair",71.744,69.79928,94,0,31
"May","8 AM","Yes","Monday","Fair",73.436,73.39892,89,7.0015,94
"May","9 AM","Yes","Monday","Good",78.512,86.0036,74,6.0032,128
"May","10 AM","Yes","Monday","Good",85.28,93.20288,55,16.9979,269
"May","11 AM","Yes","Monday","Good",86.972,94.99676,52,0,321
"May","12 PM","Yes","Monday","Good",90.356,98.5964,47,7.0015,366
"May","1 PM","Yes","Monday","Good",90.356,96.80252,44,6.0032,350
"May","2 PM","Yes","Monday","Good",92.048,98.5964,39,0,327
"May","3 PM","Yes","Monday","Good",92.048,98.5964,39,16.9979,311
"May","4 PM","Yes","Monday","Good",92.048,96.80252,37,19.0012,309
"May","5 PM","Yes","Monday","Good",90.356,96.80252,41,15.0013,304
"May","6 PM","Yes","Monday","Good",90.356,96.80252,41,11.0014,249
"May","9 PM","Yes","Monday","Good",80.204,86.0036,70,8.9981,149
"May","11 PM","Yes","Monday","Good",76.82,82.40396,84,7.0015,48
"May","12 AM","No","Tuesday","Good",76.82,82.40396,79,6.0032,29
"May","1 AM","No","Tuesday","Good",75.128,78.80432,89,6.0032,17
"May","2 AM","No","Tuesday","Fair",73.436,73.39892,94,8.9981,12
"May","3 AM","No","Tuesday","Fair",71.744,69.79928,94,0,4
"May","5 AM","No","Tuesday","Good",73.436,75.20468,83,6.0032,26
"May","6 AM","No","Tuesday","Good",75.128,78.80432,79,6.0032,109
"May","9 AM","No","Tuesday","Good",85.28,93.20288,55,8.9981,175
"May","10 AM","No","Tuesday","Good",86.972,96.80252,56,8.9981,109
"May","11 AM","No","Tuesday","Good",90.356,98.5964,47,0,106
"May","12 PM","No","Tuesday","Good",90.356,98.5964,47,8.9981,162
"May","1 PM","No","Tuesday","Good",93.74,102.19604,39,11.0014,147
"May","2 PM","No","Tuesday","Good",93.74,100.40216,37,0,140
"May","3 PM","No","Tuesday","Good",93.74,100.40216,37,11.0014,175
"May","4 PM","No","Tuesday","Good",93.74,102.19604,39,8.9981,249
"May","6 PM","No","Tuesday","Good",88.664,98.5964,53,12.998,417
"May","7 PM","No","Tuesday","Good",83.588,91.39712,62,7.0015,285
"May","8 PM","No","Tuesday","Good",83.588,91.39712,62,7.0015,251
"May","9 PM","No","Tuesday","Good",81.896,89.60324,66,7.0015,210
"May","10 PM","No","Tuesday","Good",80.204,86.0036,70,11.0014,159
"Jun","12 AM","No","Wednesday","Good",76.82,82.40396,79,11.0014,34
"Jun","2 AM","No","Wednesday","Good",76.82,82.40396,79,11.0014,3
"Jun","3 AM","No","Wednesday","Good",75.128,78.80432,89,12.998,6
"Jun","4 AM","No","Wednesday","Fair",75.128,78.80432,89,15.0013,4
"Jun","5 AM","No","Wednesday","Fair",73.436,73.39892,89,6.0032,21
"Jun","6 AM","No","Wednesday","Fair",75.128,78.80432,89,6.0032,128
"Jun","7 AM","No","Wednesday","Fair",76.82,82.40396,79,11.0014,284
"Jun","8 AM","No","Wednesday","Fair",78.512,86.0036,79,12.998,454
"Jun","9 AM","No","Wednesday","Fair",80.204,87.79748,74,15.0013,207
"Jun","10 AM","No","Wednesday","Fair",81.896,91.39712,75,16.9979,115
"Jun","11 AM","No","Wednesday","Fair",86.972,98.5964,59,15.0013,112
"Jun","12 PM","No","Wednesday","Good",90.356,102.19604,53,0,169
"Jun","1 PM","No","Wednesday","Good",93.74,100.40216,37,12.998,154
"Jun","3 PM","No","Wednesday","Good",93.74,102.19604,39,19.9995,152
"Jun","4 PM","No","Wednesday","Good",90.356,98.5964,47,19.9995,266
"Jun","5 PM","No","Wednesday","Good",90.356,98.5964,47,19.9995,486
"Jun","6 PM","No","Wednesday","Bad",86.972,96.80252,56,26.0027,309
"Jun","7 PM","No","Wednesday","Fair",80.204,87.79748,79,11.0014,264
"Jun","8 PM","No","Wednesday","Fair",80.204,87.79748,79,16.9979,256
"Jun","9 PM","No","Wednesday","Good",80.204,86.0036,70,19.0012,190
"Jun","11 PM","No","Wednesday","Good",80.204,82.40396,51,11.0014,69
"Jun","12 AM","No","Thursday","Good",80.204,80.5982,40,23.9994,42
"Jun","1 AM","No","Thursday","Good",78.512,80.5982,38,7.0015,15
"Jun","2 AM","No","Thursday","Good",76.82,78.80432,39,0,6
"Jun","4 AM","No","Thursday","Good",73.436,76.99856,41,12.998,3
"Jun","6 AM","No","Thursday","Good",73.436,76.99856,39,8.9981,113
"Jun","7 AM","No","Thursday","Good",76.82,78.80432,34,16.9979,304
"Jun","8 AM","No","Thursday","Good",76.82,78.80432,32,19.9995,467
"Jun","9 AM","No","Thursday","Good",78.512,78.80432,26,23.9994,225
"Jun","10 AM","No","Thursday","Good",78.512,80.5982,28,32.9975,139
"Jun","11 AM","No","Thursday","Good",80.204,80.5982,28,26.0027,165
"Jun","12 PM","No","Thursday","Good",81.896,82.40396,25,31.0009,232
"Jun","2 PM","No","Thursday","Good",83.588,82.40396,24,22.0028,185
"Jun","4 PM","No","Thursday","Good",85.28,84.19784,22,32.9975,318
"Jun","5 PM","No","Thursday","Good",81.896,80.5982,20,35.0008,572
"Jun","6 PM","No","Thursday","Good",80.204,80.5982,22,26.0027,525
"Jun","7 PM","No","Thursday","Good",78.512,78.80432,23,19.9995,379
"Jun","8 PM","No","Thursday","Good",76.82,78.80432,24,12.998,337
"Jun","9 PM","No","Thursday","Good",73.436,76.99856,31,12.998,248
"Jun","10 PM","No","Thursday","Good",71.744,76.99856,33,16.9979,155
"Jun","11 PM","No","Thursday","Good",70.052,76.99856,35,15.0013,112
"Jun","12 AM","No","Friday","Good",70.052,76.99856,38,19.0012,68
"Jun","1 AM","No","Friday","Good",68.36,76.99856,38,23.9994,22
"Jun","2 AM","No","Friday","Good",64.976,66.19964,43,15.0013,12
"Jun","3 AM","No","Friday","Good",63.284,64.40576,49,15.0013,5
"Jun","4 AM","No","Friday","Good",61.592,62.6,48,22.0028,6
"Jun","5 AM","No","Friday","Good",61.592,62.6,48,23.9994,28
"Jun","6 AM","No","Friday","Good",63.284,64.40576,45,19.9995,106
"Jun","7 AM","No","Friday","Good",63.284,64.40576,45,16.9979,277
"Jun","8 AM","No","Friday","Fair",64.976,66.19964,43,22.0028,502
"Jun","9 AM","No","Friday","Good",66.668,68.0054,40,11.0014,230
"Jun","10 AM","No","Friday","Good",70.052,76.99856,33,16.9979,161
"Jun","11 AM","No","Friday","Good",71.744,76.99856,31,22.0028,192
"Jun","1 PM","No","Friday","Good",75.128,76.99856,26,16.9979,248
"Jun","3 PM","No","Friday","Good",76.82,78.80432,28,19.0012,212
"Jun","5 PM","No","Friday","Good",78.512,78.80432,25,19.0012,558
"Jun","6 PM","No","Friday","Good",76.82,78.80432,24,19.9995,564
"Jun","7 PM","No","Friday","Good",75.128,76.99856,26,19.0012,391
"Jun","8 PM","No","Friday","Good",71.744,76.99856,29,11.0014,293
"Jun","9 PM","No","Friday","Good",71.744,76.99856,29,7.0015,247
"Jun","11 PM","No","Friday","Good",66.668,68.0054,46,7.0015,171
"Jun","12 AM","No","Saturday","Good",64.976,66.19964,52,0,93
"Jun","1 AM","No","Saturday","Good",63.284,64.40576,64,7.0015,94
"Jun","2 AM","No","Saturday","Good",63.284,64.40576,56,12.998,59
"Jun","3 AM","No","Saturday","Good",61.592,62.6,59,7.0015,18
"Jun","4 AM","No","Saturday","Good",61.592,62.6,59,6.0032,15
"Jun","6 AM","No","Saturday","Good",63.284,64.40576,60,0,28
"Jun","7 AM","No","Saturday","Good",64.976,66.19964,56,0,87
"Jun","8 AM","No","Saturday","Good",68.36,76.99856,46,6.0032,125
"Jun","9 AM","No","Saturday","Good",70.052,76.99856,43,8.9981,224
"Jun","10 AM","No","Saturday","Good",71.744,76.99856,38,7.0015,317
"Jun","11 AM","No","Saturday","Good",73.436,76.99856,36,8.9981,369
"Jun","12 PM","No","Saturday","Good",76.82,78.80432,32,11.0014,420
"Jun","1 PM","No","Saturday","Good",80.204,80.5982,28,8.9981,456
"Jun","2 PM","No","Saturday","Good",80.204,80.5982,33,15.0013,451
"Jun","4 PM","No","Saturday","Fair",78.512,80.5982,30,8.9981,440
"Jun","5 PM","No","Saturday","Fair",78.512,80.5982,34,16.9979,344
"Jun","6 PM","No","Saturday","Fair",80.204,80.5982,30,11.0014,341
"Jun","7 PM","No","Saturday","Fair",76.82,78.80432,39,6.0032,285
"Jun","8 PM","No","Saturday","Fair",76.82,80.5982,48,6.0032,239
"Jun","9 PM","No","Saturday","Fair",73.436,76.99856,47,7.0015,185
"Jun","10 PM","No","Saturday","Good",71.744,76.99856,57,15.0013,190
"Jun","11 PM","No","Saturday","Fair",71.744,76.99856,57,0,150
"Jun","1 AM","No","Sunday","Fair",71.744,76.99856,61,11.0014,96
"Jun","2 AM","No","Sunday","Fair",71.744,76.99856,61,11.0014,64
"Jun","3 AM","No","Sunday","Fair",70.052,75.20468,65,11.0014,47
"Jun","4 AM","No","Sunday","Fair",70.052,75.20468,65,11.0014,12
"Jun","5 AM","No","Sunday","Fair",70.052,75.20468,61,8.9981,6
"Jun","7 AM","No","Sunday","Fair",68.36,73.39892,73,16.9979,27
"Jun","8 AM","No","Sunday","Fair",68.36,73.39892,73,16.9979,98
"Jun","9 AM","No","Sunday","Fair",68.36,71.60504,78,12.998,164
"Jun","10 AM","No","Sunday","Fair",70.052,73.39892,73,6.0032,251
"Jun","11 AM","No","Sunday","Fair",71.744,75.20468,69,7.0015,335
"Jun","12 PM","No","Sunday","Fair",71.744,75.20468,69,7.0015,335
"Jun","2 PM","No","Sunday","Good",76.82,80.5982,58,11.0014,385
"Jun","3 PM","No","Sunday","Good",76.82,80.5982,54,0,417
"Jun","4 PM","No","Sunday","Good",78.512,82.40396,51,6.0032,398
"Jun","5 PM","No","Sunday","Good",80.204,82.40396,51,0,390
"Jun","6 PM","No","Sunday","Good",76.82,80.5982,58,7.0015,363
"Jun","7 PM","No","Sunday","Good",75.128,78.80432,65,11.0014,357
"Jun","8 PM","No","Sunday","Good",73.436,76.99856,69,12.998,279
"Jun","9 PM","No","Sunday","Good",71.744,75.20468,73,11.0014,165
"Jun","10 PM","No","Sunday","Good",71.744,73.39892,78,15.0013,130
"Jun","11 PM","No","Sunday","Good",70.052,73.39892,78,8.9981,86
"Jun","1 AM","No","Monday","Good",68.36,69.79928,83,8.9981,14
"Jun","2 AM","No","Monday","Good",66.668,68.0054,88,7.0015,8
"Jun","3 AM","No","Monday","Good",66.668,68.0054,88,0,5
"Jun","5 AM","No","Monday","Good",64.976,66.19964,88,6.0032,31
"Jun","6 AM","No","Monday","Good",66.668,68.0054,88,0,112
"Jun","7 AM","No","Monday","Good",70.052,73.39892,78,7.0015,299
"Jun","9 AM","No","Monday","Good",76.82,80.5982,58,11.0014,188
"Jun","10 AM","No","Monday","Good",78.512,82.40396,51,15.0013,95
"Jun","11 AM","No","Monday","Good",80.204,82.40396,42,8.9981,111
"Jun","1 PM","No","Monday","Good",83.588,84.19784,35,0,180
"Jun","2 PM","No","Monday","Good",83.588,84.19784,31,8.9981,145
"Jun","3 PM","No","Monday","Good",85.28,86.0036,29,12.998,165
"Jun","4 PM","No","Monday","Good",81.896,82.40396,33,8.9981,267
"Jun","5 PM","No","Monday","Good",83.588,84.19784,33,19.0012,579
"Jun","6 PM","No","Monday","Good",81.896,82.40396,31,8.9981,556
"Jun","8 PM","No","Monday","Good",75.128,78.80432,61,8.9981,336
"Jun","9 PM","No","Monday","Good",73.436,76.99856,57,6.0032,189
"Jun","11 PM","No","Monday","Good",71.744,75.20468,69,6.0032,60
"Jun","1 AM","No","Tuesday","Good",70.052,75.20468,69,8.9981,4
"Jun","2 AM","No","Tuesday","Good",68.36,73.39892,73,6.0032,5
"Jun","3 AM","No","Tuesday","Good",68.36,73.39892,73,6.0032,2
"Jun","4 AM","No","Tuesday","Good",66.668,68.0054,83,8.9981,5
"Jun","5 AM","No","Tuesday","Good",66.668,68.0054,88,11.0014,32
"Jun","6 AM","No","Tuesday","Good",68.36,71.60504,78,8.9981,126
"Jun","7 AM","No","Tuesday","Fair",71.744,75.20468,69,12.998,334
"Jun","8 AM","No","Tuesday","Fair",75.128,78.80432,61,8.9981,477
"Jun","9 AM","No","Tuesday","Fair",78.512,82.40396,58,15.0013,217
"Jun","10 AM","No","Tuesday","Fair",81.896,84.19784,48,12.998,123
"Jun","11 AM","No","Tuesday","Fair",81.896,86.0036,52,16.9979,151
"Jun","12 PM","No","Tuesday","Fair",85.28,89.60324,46,19.0012,183
"Jun","1 PM","No","Tuesday","Fair",85.28,89.60324,43,16.9979,196
"Jun","3 PM","No","Tuesday","Fair",86.972,91.39712,41,22.0028,183
"Jun","5 PM","No","Tuesday","Good",85.28,89.60324,43,16.9979,539
"Jun","6 PM","No","Tuesday","Good",83.588,86.0036,46,19.0012,551
